Age,L,M,S,P01,P1,P3,P5,P10,P15,P25,P50,P75,P85,P90,P95,P97,P99,P999
1402,-0.3336,34.6514,0.13721,23.307,25.585,27.053,27.875,29.209,30.157,31.632,34.652,38.067,40.087,41.535,43.815,45.384,48.561,54.734
1403,-0.3337,34.6646,0.13724,23.314,25.593,27.062,27.884,29.218,30.168,31.645,34.665,38.083,40.102,41.553,43.835,45.406,48.585,54.763
1404,-0.3337,34.6776,0.13726,23.323,25.602,27.071,27.895,29.229,30.177,31.656,34.679,38.096,40.12,41.57,43.852,45.424,48.605,54.787
1405,-0.3337,34.6908,0.13729,23.329,25.611,27.079,27.904,29.24,30.188,31.667,34.692,38.111,40.135,41.588,43.872,45.444,48.627,54.814
1406,-0.3338,34.7041,0.13732,23.336,25.618,27.088,27.913,29.249,30.199,31.678,34.705,38.127,40.153,41.606,43.89,45.466,48.649,54.842
1407,-0.3338,34.7173,0.13735,23.343,25.627,27.097,27.922,29.26,30.21,31.689,34.718,38.142,40.168,41.623,43.909,45.486,48.674,54.869
1408,-0.3339,34.7303,0.13737,23.351,25.635,27.108,27.933,29.269,30.221,31.702,34.729,38.158,40.184,41.639,43.927,45.503,48.694,54.893
1409,-0.3339,34.7435,0.1374,23.358,25.644,27.117,27.941,29.28,30.232,31.714,34.743,38.173,40.201,41.656,43.947,45.525,48.716,54.919
1410,-0.3339,34.7568,0.13743,23.365,25.651,27.126,27.95,29.291,30.241,31.725,34.756,38.188,40.217,41.674,43.967,45.545,48.738,54.946
1411,-0.334,34.77,0.13746,23.371,25.66,27.134,27.961,29.299,30.252,31.736,34.769,38.204,40.234,41.692,43.984,45.565,48.762,54.974
1412,-0.334,34.7832,0.13749,23.378,25.668,27.143,27.97,29.31,30.263,31.747,34.782,38.219,40.252,41.709,44.004,45.585,48.784,55.001
1413,-0.3341,34.7962,0.13751,23.387,25.677,27.152,27.979,29.319,30.274,31.76,34.796,38.235,40.267,41.727,44.022,45.605,48.804,55.025
1414,-0.3341,34.8095,0.13754,23.393,25.684,27.161,27.988,29.33,30.285,31.771,34.809,38.25,40.283,41.745,44.042,45.625,48.828,55.054
1415,-0.3342,34.8227,0.13757,23.4,25.693,27.17,27.999,29.341,30.296,31.782,34.822,38.266,40.301,41.762,44.062,45.645,48.85,55.08
1416,-0.3342,34.8359,0.1376,23.406,25.701,27.179,28.008,29.35,30.305,31.793,34.835,38.281,40.316,41.78,44.079,45.664,48.872,55.107
1417,-0.3342,34.8489,0.13763,23.415,25.708,27.187,28.016,29.361,30.316,31.804,34.848,38.294,40.334,41.797,44.099,45.684,48.894,55.133
1418,-0.3343,34.8621,0.13765,23.422,25.717,27.196,28.027,29.37,30.327,31.815,34.862,38.31,40.349,41.813,44.117,45.704,48.916,55.16
1419,-0.3343,34.8754,0.13768,23.429,25.726,27.205,28.036,29.381,30.338,31.828,34.875,38.325,40.367,41.831,44.137,45.724,48.938,55.186
1420,-0.3344,34.8886,0.13771,23.437,25.735,27.214,28.045,29.392,30.349,31.839,34.888,38.341,40.382,41.848,44.154,45.744,48.96,55.215
1421,-0.3344,34.9016,0.13774,23.444,25.741,27.223,28.054,29.401,30.358,31.85,34.901,38.356,40.4,41.866,44.174,45.764,48.982,55.241
1422,-0.3345,34.9148,0.13776,23.451,25.75,27.234,28.065,29.412,30.369,31.861,34.915,38.371,40.415,41.883,44.192,45.783,49.004,55.265
1423,-0.3345,34.9281,0.13779,23.457,25.759,27.243,28.074,29.421,30.38,31.872,34.928,38.387,40.433,41.901,44.212,45.803,49.026,55.292
1424,-0.3345,34.9411,0.13782,23.464,25.768,27.251,28.082,29.432,30.391,31.885,34.941,38.402,40.448,41.919,44.231,45.823,49.048,55.318
1425,-0.3346,34.9543,0.13785,23.473,25.776,27.26,28.091,29.441,30.402,31.896,34.954,38.418,40.466,41.936,44.249,45.845,49.07,55.347
1426,-0.3346,34.9675,0.13788,23.479,25.783,27.269,28.102,29.452,30.413,31.908,34.968,38.433,40.481,41.954,44.269,45.865,49.093,55.374
1427,-0.3347,34.9805,0.1379,23.486,25.792,27.278,28.111,29.463,30.422,31.919,34.981,38.446,40.497,41.969,44.286,45.883,49.115,55.4
1428,-0.3347,34.9938,0.13793,23.492,25.801,27.287,28.12,29.471,30.433,31.93,34.994,38.462,40.514,41.987,44.306,45.905,49.137,55.426
1429,-0.3348,35.007,0.13796,23.501,25.81,27.295,28.129,29.482,30.444,31.943,35.007,38.477,40.532,42.005,44.326,45.925,49.161,55.453
1430,-0.3348,35.0202,0.13799,23.508,25.816,27.304,28.14,29.491,30.455,31.954,35.02,38.493,40.547,42.022,44.344,45.944,49.183,55.482
1431,-0.3348,35.0332,0.13801,23.515,25.825,27.313,28.149,29.502,30.466,31.965,35.034,38.508,40.563,42.04,44.361,45.964,49.203,55.506
1432,-0.3349,35.0465,0.13804,23.523,25.834,27.322,28.157,29.513,30.477,31.976,35.047,38.524,40.58,42.058,44.381,45.984,49.225,55.532
1433,-0.3349,35.0597,0.13807,23.53,25.843,27.331,28.168,29.522,30.486,31.987,35.06,38.539,40.596,42.075,44.401,46.004,49.249,55.559
1434,-0.335,35.0727,0.1381,23.537,25.849,27.34,28.177,29.533,30.497,31.998,35.073,38.554,40.614,42.093,44.419,46.024,49.271,55.587
1435,-0.335,35.0859,0.13813,23.543,25.858,27.348,28.186,29.542,30.508,32.011,35.087,38.57,40.629,42.111,44.439,46.044,49.293,55.614
1436,-0.3351,35.0991,0.13815,23.552,25.867,27.359,28.195,29.553,30.519,32.022,35.1,38.585,40.647,42.128,44.458,46.063,49.315,55.64
1437,-0.3351,35.1121,0.13818,23.559,25.873,27.368,28.206,29.562,30.53,32.033,35.113,38.599,40.662,42.144,44.476,46.083,49.337,55.667
1438,-0.3351,35.1254,0.13821,23.565,25.882,27.377,28.215,29.573,30.538,32.044,35.126,38.614,40.68,42.161,44.496,46.103,49.359,55.693
1439,-0.3352,35.1386,0.13824,23.572,25.891,27.386,28.224,29.584,30.549,32.055,35.139,38.629,40.695,42.179,44.514,46.125,49.381,55.722
1440,-0.3352,35.1516,0.13826,23.578,25.9,27.395,28.232,29.593,30.56,32.068,35.153,38.645,40.713,42.196,44.533,46.143,49.403,55.746
1441,-0.3353,35.1648,0.13829,23.587,25.907,27.403,28.243,29.604,30.572,32.079,35.166,38.66,40.728,42.214,44.551,46.163,49.425,55.773
1442,-0.3353,35.1781,0.13832,23.594,25.915,27.412,28.252,29.612,30.583,32.09,35.179,38.676,40.746,42.232,44.571,46.185,49.447,55.801
1443,-0.3354,35.1911,0.13835,23.6,25.924,27.421,28.261,29.624,30.591,32.102,35.19,38.691,40.761,42.249,44.591,46.204,49.47,55.828
1444,-0.3354,35.2043,0.13838,23.607,25.931,27.43,28.27,29.632,30.602,32.113,35.203,38.707,40.779,42.267,44.608,46.224,49.494,55.854
1445,-0.3354,35.2175,0.1384,23.616,25.94,27.439,28.281,29.643,30.613,32.126,35.217,38.722,40.794,42.285,44.628,46.244,49.514,55.881
1446,-0.3355,35.2305,0.13843,23.623,25.948,27.448,28.29,29.654,30.624,32.137,35.23,38.735,40.812,42.302,44.646,46.264,49.536,55.907
1447,-0.3355,35.2438,0.13846,23.629,25.957,27.456,28.299,29.663,30.635,32.148,35.243,38.751,40.827,42.32,44.666,46.284,49.56,55.933
1448,-0.3356,35.2568,0.13849,23.636,25.964,27.465,28.307,29.674,30.644,32.159,35.256,38.766,40.845,42.335,44.686,46.304,49.582,55.962
1449,-0.3356,35.27,0.13851,23.645,25.973,27.476,28.318,29.683,30.655,32.17,35.27,38.782,40.86,42.353,44.703,46.324,49.602,55.986
1450,-0.3357,35.2832,0.13854,23.651,25.981,27.485,28.327,29.694,30.666,32.181,35.283,38.797,40.878,42.371,44.723,46.343,49.626,56.013
1451,-0.3357,35.2962,0.13857,23.658,25.99,27.494,28.336,29.705,30.677,32.192,35.296,38.812,40.894,42.388,44.741,46.363,49.648,56.042
1452,-0.3357,35.3095,0.1386,23.664,25.997,27.503,28.345,29.714,30.688,32.205,35.309,38.828,40.911,42.406,44.76,46.383,49.67,56.068
1453,-0.3358,35.3227,0.13862,23.671,26.006,27.511,28.356,29.725,30.699,32.216,35.322,38.843,40.927,42.424,44.778,46.403,49.692,56.094
1454,-0.3358,35.3357,0.13865,23.68,26.015,27.52,28.365,29.734,30.708,32.227,35.336,38.859,40.942,42.441,44.798,46.423,49.714,56.121
1455,-0.3359,35.3489,0.13868,23.686,26.023,27.529,28.373,29.745,30.719,32.238,35.349,38.874,40.96,42.459,44.818,46.443,49.736,56.147
1456,-0.3359,35.3619,0.13871,23.693,26.03,27.538,28.382,29.754,30.73,32.249,35.362,38.887,40.975,42.476,44.835,46.462,49.758,56.174
1457,-0.3359,35.3752,0.13873,23.7,26.039,27.547,28.393,29.765,30.741,32.262,35.375,38.903,40.993,42.492,44.855,46.482,49.78,56.2
1458,-0.336,35.3884,0.13876,23.709,26.048,27.556,28.402,29.776,30.752,32.273,35.389,38.918,41.008,42.51,44.873,46.502,49.802,56.227
1459,-0.336,35.4014,0.13879,23.715,26.054,27.564,28.411,29.784,30.761,32.284,35.402,38.934,41.026,42.527,44.893,46.524,49.824,56.253
1460,-0.3361,35.4146,0.13882,23.722,26.063,27.573,28.42,29.795,30.772,32.296,35.415,38.949,41.041,42.545,44.913,46.544,49.849,56.282
1461,-0.3361,35.4276,0.13884,23.728,26.072,27.582,28.431,29.804,30.783,32.307,35.428,38.965,41.059,42.562,44.93,46.562,49.869,56.306
1462,-0.3362,35.4409,0.13887,23.735,26.081,27.591,28.44,29.815,30.794,32.318,35.442,38.98,41.074,42.58,44.95,46.584,49.891,56.335
1463,-0.3362,35.4541,0.1389,23.744,26.087,27.6,28.448,29.824,30.805,32.331,35.455,38.995,41.092,42.598,44.968,46.604,49.915,56.361
1464,-0.3362,35.4671,0.13893,23.75,26.096,27.608,28.457,29.835,30.814,32.342,35.468,39.011,41.107,42.615,44.988,46.623,49.937,56.388
1465,-0.3363,35.4803,0.13895,23.757,26.105,27.62,28.468,29.846,30.825,32.353,35.481,39.026,41.125,42.633,45.005,46.643,49.959,56.414
1466,-0.3363,35.4933,0.13898,23.764,26.114,27.628,28.477,29.855,30.836,32.364,35.492,39.039,41.14,42.648,45.025,46.663,49.981,56.441
1467,-0.3364,35.5066,0.13901,23.772,26.12,27.637,28.486,29.866,30.847,32.375,35.508,39.055,41.158,42.666,45.045,46.683,50.003,56.469
1468,-0.3364,35.5198,0.13904,23.779,26.129,27.646,28.497,29.875,30.858,32.388,35.521,39.07,41.174,42.684,45.062,46.703,50.025,56.496
1469,-0.3365,35.5328,0.13907,23.786,26.138,27.655,28.506,29.886,30.867,32.399,35.532,39.086,41.191,42.701,45.082,46.725,50.047,56.524
1470,-0.3365,35.546,0.13909,23.792,26.147,27.664,28.515,29.897,30.878,32.41,35.545,39.101,41.207,42.719,45.1,46.742,50.069,56.549
1471,-0.3365,35.559,0.13912,23.799,26.153,27.672,28.523,29.906,30.889,32.421,35.558,39.117,41.222,42.737,45.12,46.762,50.091,56.575
1472,-0.3366,35.5723,0.13915,23.808,26.162,27.681,28.534,29.917,30.9,32.432,35.572,39.132,41.24,42.754,45.14,46.784,50.115,56.604
1473,-0.3366,35.5855,0.13918,23.814,26.171,27.69,28.543,29.926,30.911,32.443,35.585,39.147,41.257,42.772,45.157,46.804,50.138,56.63
1474,-0.3367,35.5985,0.1392,23.821,26.178,27.699,28.552,29.937,30.92,32.456,35.598,39.163,41.273,42.79,45.177,46.824,50.157,56.657
1475,-0.3367,35.6117,0.13923,23.828,26.187,27.708,28.561,29.945,30.931,32.467,35.611,39.178,41.288,42.807,45.195,46.844,50.182,56.683
1476,-0.3368,35.6247,0.13926,23.834,26.195,27.717,28.57,29.956,30.942,32.479,35.625,39.192,41.306,42.825,45.215,46.864,50.204,56.71
1477,-0.3368,35.638,0.13928,23.843,26.204,27.725,28.581,29.967,30.953,32.49,35.638,39.207,41.321,42.84,45.232,46.884,50.226,56.736
1478,-0.3368,35.651,0.13931,23.85,26.211,27.734,28.59,29.976,30.964,32.501,35.651,39.222,41.339,42.858,45.252,46.903,50.248,56.762
1479,-0.3369,35.6642,0.13934,23.856,26.22,27.743,28.598,29.987,30.973,32.512,35.664,39.238,41.354,42.876,45.272,46.923,50.27,56.791
1480,-0.3369,35.6772,0.13937,23.863,26.228,27.752,28.607,29.996,30.984,32.523,35.677,39.253,41.372,42.893,45.29,46.943,50.292,56.818
1481,-0.337,35.6904,0.13939,23.872,26.237,27.763,28.618,30.007,30.995,32.536,35.691,39.269,41.387,42.911,45.309,46.963,50.314,56.844
1482,-0.337,35.7036,0.13942,23.878,26.244,27.772,28.627,30.016,31.006,32.547,35.704,39.284,41.405,42.928,45.327,46.983,50.336,56.87
1483,-0.3371,35.7167,0.13945,23.885,26.253,27.78,28.636,30.027,31.017,32.558,35.717,39.3,41.42,42.946,45.347,47.003,50.358,56.897
1484,-0.3371,35.7299,0.13948,23.891,26.259,27.789,28.645,30.036,31.026,32.569,35.73,39.315,41.438,42.964,45.367,47.025,50.382,56.926
1485,-0.3371,35.7429,0.1395,23.9,26.268,27.798,28.656,30.047,31.037,32.58,35.744,39.328,41.454,42.981,45.384,47.042,50.402,56.95
1486,-0.3372,35.7561,0.13953,23.907,26.277,27.807,28.665,30.058,31.048,32.593,35.757,39.344,41.471,42.999,45.404,47.064,50.426,56.978
1487,-0.3372,35.7691,0.13956,23.914,26.286,27.816,28.673,30.067,31.059,32.604,35.77,39.359,41.487,43.014,45.422,47.084,50.448,57.005
1488,-0.3373,35.7824,0.13959,23.92,26.292,27.825,28.682,30.078,31.068,32.615,35.783,39.375,41.504,43.034,45.442,47.104,50.47,57.034
1489,-0.3373,35.7954,0.13961,23.927,26.301,27.833,28.693,30.086,31.079,32.626,35.796,39.39,41.52,43.05,45.459,47.124,50.492,57.058
1490,-0.3374,35.8086,0.13964,23.936,26.31,27.842,28.702,30.098,31.09,32.637,35.81,39.405,41.537,43.067,45.479,47.144,50.515,57.084
1491,-0.3374,35.8218,0.13967,23.942,26.319,27.851,28.711,30.106,31.101,32.648,35.823,39.421,41.553,43.085,45.499,47.163,50.537,57.113
1492,-0.3374,35.8348,0.1397,23.949,26.325,27.86,28.72,30.117,31.112,32.659,35.834,39.436,41.57,43.103,45.519,47.183,50.559,57.139
1493,-0.3375,35.8481,0.13972,23.955,26.334,27.869,28.731,30.128,31.123,32.673,35.847,39.452,41.586,43.12,45.536,47.203,50.581,57.166
1494,-0.3375,35.8611,0.13975,23.962,26.343,27.877,28.739,30.137,31.131,32.684,35.86,39.467,41.601,43.138,45.556,47.223,50.603,57.192
1495,-0.3376,35.8743,0.13978,23.971,26.35,27.886,28.748,30.148,31.143,32.695,35.874,39.483,41.619,43.155,45.574,47.243,50.627,57.221
1496,-0.3376,35.8873,0.1398,23.977,26.358,27.895,28.757,30.157,31.154,32.706,35.887,39.496,41.634,43.171,45.594,47.263,50.647,57.245
1497,-0.3377,35.9005,0.13983,23.984,26.367,27.904,28.768,30.168,31.165,32.717,35.9,39.511,41.652,43.191,45.611,47.283,50.671,57.274
1498,-0.3377,35.9135,0.13986,23.991,26.374,27.913,28.777,30.177,31.173,32.728,35.913,39.527,41.667,43.206,45.631,47.305,50.693,57.3
1499,-0.3377,35.9268,0.13989,23.997,26.383,27.922,28.786,30.188,31.184,32.741,35.927,39.542,41.685,43.224,45.651,47.324,50.715,57.327
1500,-0.3378,35.9398,0.13991,24.006,26.392,27.93,28.795,30.197,31.195,32.752,35.94,39.558,41.7,43.241,45.669,47.344,50.737,57.353
1501,-0.3378,35.953,0.13994,24.013,26.4,27.939,28.806,30.208,31.206,32.763,35.953,39.573,41.718,43.259,45.689,47.364,50.759,57.38
1502,-0.3379,35.9662,0.13997,24.019,26.407,27.948,28.814,30.219,31.217,32.774,35.966,39.588,41.734,43.277,45.706,47.384,50.781,57.408
1503,-0.3379,35.9792,0.14,24.026,26.416,27.957,28.823,30.228,31.226,32.785,35.979,39.604,41.751,43.294,45.726,47.404,50.806,57.435
1504,-0.338,35.9925,0.14002,24.035,26.425,27.968,28.832,30.239,31.237,32.798,35.993,39.619,41.767,43.312,45.746,47.424,50.825,57.461
1505,-0.338,36.0055,0.14005,24.041,26.433,27.977,28.843,30.247,31.248,32.809,36.006,39.633,41.784,43.33,45.764,47.443,50.85,57.488
1506,-0.338,36.0187,0.14008,24.048,26.44,27.985,28.852,30.258,31.259,32.82,36.019,39.648,41.8,43.347,45.783,47.463,50.872,57.516
1507,-0.3381,36.0317,0.1401,24.055,26.449,27.994,28.861,30.267,31.27,32.831,36.032,39.663,41.817,43.363,45.801,47.483,50.892,57.541
1508,-0.3381,36.0449,0.14013,24.061,26.458,28.003,28.87,30.278,31.279,32.842,36.046,39.679,41.833,43.383,45.821,47.503,50.916,57.569
1509,-0.3382,36.0579,0.14016,24.07,26.464,28.012,28.878,30.287,31.29,32.853,36.059,39.694,41.85,43.398,45.841,47.525,50.938,57.596
1510,-0.3382,36.0712,0.14019,24.077,26.473,28.021,28.889,30.298,31.301,32.864,36.072,39.71,41.866,43.416,45.858,47.545,50.96,57.624
1511,-0.3383,36.0842,0.14021,24.083,26.482,28.03,28.898,30.309,31.312,32.878,36.085,39.725,41.883,43.433,45.878,47.565,50.982,57.649
1512,-0.3383,36.0974,0.14024,24.09,26.489,28.038,28.907,30.318,31.323,32.889,36.098,39.741,41.899,43.451,45.896,47.585,51.004,57.677
1513,-0.3383,36.1104,0.14027,24.097,26.497,28.047,28.916,30.329,31.332,32.9,36.11,39.756,41.916,43.469,45.916,47.604,51.026,57.704
1514,-0.3384,36.1236,0.14029,24.105,26.506,28.056,28.927,30.338,31.343,32.911,36.123,39.769,41.932,43.486,45.933,47.624,51.048,57.73
1515,-0.3384,36.1366,0.14032,24.112,26.515,28.065,28.936,30.349,31.354,32.922,36.136,39.785,41.947,43.504,45.953,47.644,51.07,57.757
1516,-0.3385,36.1499,0.14035,24.119,26.522,28.074,28.944,30.358,31.365,32.933,36.149,39.8,41.965,43.521,45.973,47.664,51.094,57.785
1517,-0.3385,36.1629,0.14038,24.125,26.53,28.082,28.953,30.369,31.374,32.946,36.162,39.815,41.983,43.539,45.991,47.684,51.116,57.812
1518,-0.3386,36.1761,0.1404,24.134,26.539,28.091,28.964,30.378,31.385,32.957,36.176,39.831,41.998,43.557,46.01,47.704,51.138,57.838
1519,-0.3386,36.1891,0.14043,24.141,26.546,28.1,28.973,30.389,31.396,32.968,36.189,39.846,42.014,43.572,46.03,47.723,51.16,57.865
1520,-0.3386,36.2023,0.14046,24.147,26.555,28.109,28.982,30.397,31.407,32.979,36.202,39.862,42.031,43.592,46.048,47.746,51.183,57.893
1521,-0.3387,36.2153,0.14048,24.154,26.564,28.118,28.991,30.408,31.418,32.99,36.215,39.877,42.047,43.607,46.068,47.763,51.205,57.918
1522,-0.3387,36.2286,0.14051,24.16,26.572,28.127,29.002,30.419,31.427,33.001,36.229,39.893,42.064,43.625,46.085,47.785,51.227,57.946
1523,-0.3388,36.2416,0.14054,24.167,26.579,28.135,29.011,30.428,31.438,33.012,36.242,39.908,42.08,43.643,46.105,47.805,51.251,57.973
1524,-0.3388,36.2548,0.14056,24.176,26.588,28.146,29.019,30.439,31.449,33.025,36.255,39.921,42.097,43.66,46.123,47.825,51.271,57.999
1525,-0.3389,36.2678,0.14059,24.183,26.597,28.153,29.028,30.448,31.46,33.036,36.268,39.937,42.113,43.678,46.143,47.845,51.295,58.026
1526,-0.3389,36.281,0.14062,24.189,26.603,28.162,29.039,30.459,31.471,33.047,36.281,39.952,42.13,43.696,46.163,47.865,51.317,58.054
1527,-0.3389,36.294,0.14065,24.196,26.612,28.171,29.048,30.468,31.48,33.058,36.295,39.968,42.146,43.713,46.18,47.884,51.339,58.081
1528,-0.339,36.3073,0.14067,24.205,26.621,28.182,29.057,30.479,31.491,33.069,36.308,39.983,42.163,43.731,46.2,47.904,51.361,58.107
1529,-0.339,36.3203,0.1407,24.211,26.627,28.191,29.066,30.488,31.502,33.08,36.321,39.998,42.179,43.749,46.22,47.924,51.383,58.134
1530,-0.3391,36.3335,0.14073,24.218,26.636,28.199,29.075,30.499,31.513,33.094,36.334,40.014,42.196,43.766,46.238,47.946,51.407,58.162
1531,-0.3391,36.3465,0.14075,24.224,26.645,28.208,29.086,30.51,31.524,33.105,36.348,40.029,42.212,43.782,46.257,47.964,51.427,58.187
1532,-0.3392,36.3597,0.14078,24.231,26.654,28.217,29.094,30.519,31.533,33.116,36.361,40.045,42.23,43.799,46.275,47.986,51.451,58.215
1533,-0.3392,36.3728,0.14081,24.238,26.661,28.226,29.103,30.53,31.544,33.127,36.372,40.06,42.245,43.817,46.295,48.006,51.474,58.244
1534,-0.3392,36.386,0.14083,24.246,26.669,28.235,29.112,30.538,31.555,33.138,36.385,40.073,42.263,43.835,46.313,48.026,51.496,58.268
1535,-0.3393,36.399,0.14086,24.253,26.678,28.243,29.123,30.549,31.566,33.149,36.398,40.089,42.278,43.852,46.332,48.045,51.518,58.297
1536,-0.3393,36.4122,0.14089,24.26,26.685,28.252,29.132,30.558,31.575,33.162,36.412,40.104,42.296,43.87,46.352,48.065,51.54,58.323
1537,-0.3394,36.4252,0.14091,24.268,26.694,28.261,29.141,30.569,31.586,33.173,36.425,40.12,42.311,43.887,46.37,48.085,51.562,58.35
1538,-0.3394,36.4384,0.14094,24.275,26.702,28.27,29.15,30.58,31.597,33.184,36.438,40.135,42.329,43.905,46.39,48.105,51.584,58.376
1539,-0.3395,36.4515,0.14097,24.282,26.709,28.279,29.161,30.589,31.608,33.195,36.451,40.151,42.344,43.923,46.41,48.125,51.608,58.405
1540,-0.3395,36.4647,0.141,24.288,26.718,28.288,29.169,30.6,31.619,33.206,36.464,40.166,42.362,43.94,46.429,48.147,51.63,58.434
1541,-0.3396,36.4777,0.14102,24.295,26.727,28.296,29.178,30.609,31.628,33.217,36.478,40.181,42.377,43.958,46.447,48.167,51.652,58.458
1542,-0.3396,36.4909,0.14105,24.302,26.735,28.305,29.187,30.62,31.639,33.23,36.491,40.197,42.395,43.976,46.467,48.186,51.674,58.486
1543,-0.3396,36.5039,0.14108,24.308,26.742,28.314,29.196,30.629,31.65,33.241,36.504,40.212,42.41,43.991,46.484,48.206,51.696,58.513
1544,-0.3397,36.5172,0.1411,24.317,26.751,28.323,29.207,30.64,31.661,33.252,36.517,40.226,42.426,44.009,46.504,48.226,51.718,58.539
1545,-0.3397,36.5302,0.14113,24.324,26.76,28.332,29.216,30.649,31.669,33.263,36.531,40.241,42.443,44.026,46.522,48.246,51.74,58.566
1546,-0.3398,36.5434,0.14116,24.33,26.766,28.34,29.224,30.66,31.68,33.274,36.544,40.256,42.461,44.044,46.542,48.266,51.765,58.594
1547,-0.3398,36.5564,0.14118,24.339,26.775,28.349,29.233,30.669,31.691,33.285,36.557,40.272,42.476,44.062,46.559,48.286,51.784,58.621
1548,-0.3399,36.5694,0.14121,24.346,26.784,28.358,29.244,30.68,31.702,33.296,36.57,40.287,42.492,44.079,46.579,48.305,51.809,58.647
1549,-0.3399,36.5826,0.14124,24.352,26.791,28.367,29.253,30.688,31.714,33.31,36.584,40.303,42.51,44.097,46.599,48.328,51.831,58.676
1550,-0.3399,36.5956,0.14126,24.359,26.799,28.376,29.262,30.699,31.722,33.321,36.597,40.318,42.525,44.115,46.617,48.345,51.853,58.7
1551,-0.34,36.6089,0.14129,24.365,26.808,28.385,29.271,30.71,31.733,33.332,36.61,40.334,42.543,44.132,46.637,48.367,51.875,58.729
1552,-0.34,36.6219,0.14132,24.372,26.817,28.393,29.28,30.719,31.744,33.343,36.621,40.349,42.558,44.15,46.656,48.387,51.897,58.755
1553,-0.3401,36.6351,0.14134,24.381,26.824,28.404,29.291,30.73,31.755,33.354,36.634,40.362,42.576,44.165,46.674,48.407,51.919,58.782
1554,-0.3401,36.6481,0.14137,24.388,26.832,28.413,29.299,30.739,31.766,33.365,36.647,40.378,42.591,44.183,46.694,48.427,51.941,58.811
1555,-0.3402,36.6613,0.1414,24.394,26.841,28.422,29.308,30.75,31.775,33.378,36.661,40.393,42.609,44.2,46.714,48.447,51.965,58.837
1556,-0.3402,36.6743,0.14142,24.401,26.848,28.431,29.319,30.759,31.786,33.389,36.674,40.409,42.624,44.218,46.731,48.466,51.987,58.863
1557,-0.3402,36.6876,0.14145,24.407,26.857,28.44,29.328,30.77,31.797,33.4,36.687,40.424,42.642,44.236,46.751,48.486,52.009,58.89
1558,-0.3403,36.7006,0.14148,24.416,26.866,28.448,29.337,30.779,31.808,33.411,36.7,40.439,42.657,44.253,46.769,48.508,52.031,58.919
1559,-0.3403,36.7136,0.1415,24.423,26.874,28.457,29.346,30.79,31.817,33.422,36.714,40.455,42.675,44.271,46.789,48.526,52.053,58.943
1560,-0.3404,36.7268,0.14153,24.429,26.881,28.466,29.355,30.801,31.828,33.433,36.727,40.47,42.69,44.289,46.809,48.548,52.075,58.971
1561,-0.3404,36.7398,0.14156,24.436,26.89,28.475,29.363,30.81,31.839,33.444,36.74,40.486,42.708,44.306,46.826,48.568,52.1,59
1562,-0.3405,36.753,0.14158,24.445,26.899,28.484,29.374,30.821,31.85,33.457,36.753,40.499,42.723,44.324,46.846,48.588,52.122,59.027
1563,-0.3405,36.7661,0.14161,24.451,26.905,28.493,29.383,30.829,31.861,33.468,36.766,40.514,42.741,44.342,46.864,48.608,52.144,59.053
1564,-0.3405,36.7793,0.14164,24.458,26.914,28.501,29.392,30.84,31.87,33.479,36.78,40.53,42.756,44.359,46.884,48.627,52.166,59.082
1565,-0.3406,36.7923,0.14166,24.465,26.923,28.51,29.403,30.849,31.881,33.49,36.793,40.545,42.774,44.375,46.901,48.647,52.188,59.106
1566,-0.3406,36.8055,0.14169,24.471,26.929,28.519,29.412,30.86,31.892,33.501,36.806,40.561,42.79,44.392,46.921,48.667,52.21,59.135
1567,-0.3407,36.8185,0.14172,24.478,26.938,28.528,29.421,30.869,31.903,33.512,36.819,40.576,42.807,44.41,46.941,48.689,52.234,59.163
1568,-0.3407,36.8315,0.14174,24.487,26.947,28.537,29.43,30.88,31.912,33.523,36.833,40.592,42.823,44.428,46.958,48.707,52.254,59.188
1569,-0.3408,36.8448,0.14177,24.493,26.954,28.545,29.438,30.889,31.923,33.537,36.846,40.607,42.84,44.445,46.978,48.729,52.278,59.216
1570,-0.3408,36.8578,0.14179,24.5,26.963,28.554,29.449,30.9,31.934,33.548,36.857,40.622,42.856,44.463,46.996,48.746,52.298,59.24
1571,-0.3408,36.871,0.14182,24.507,26.971,28.563,29.458,30.911,31.945,33.559,36.87,40.638,42.871,44.48,47.016,48.768,52.322,59.269
1572,-0.3409,36.884,0.14185,24.513,26.98,28.572,29.467,30.92,31.954,33.57,36.883,40.651,42.889,44.498,47.036,48.788,52.344,59.298
1573,-0.3409,36.8972,0.14187,24.522,26.987,28.581,29.476,30.931,31.965,33.581,36.897,40.666,42.904,44.516,47.053,48.808,52.366,59.322
1574,-0.341,36.9102,0.1419,24.529,26.996,28.59,29.487,30.94,31.976,33.592,36.91,40.682,42.922,44.533,47.073,48.828,52.388,59.351
1575,-0.341,36.9232,0.14193,24.535,27.004,28.598,29.496,30.951,31.987,33.603,36.923,40.697,42.937,44.551,47.093,48.848,52.413,59.377
1576,-0.3411,36.9365,0.14195,24.542,27.011,28.607,29.504,30.96,31.998,33.616,36.936,40.713,42.955,44.566,47.111,48.868,52.435,59.404
1577,-0.3411,36.9495,0.14198,24.548,27.02,28.616,29.513,30.971,32.007,33.627,36.949,40.728,42.97,44.584,47.13,48.888,52.457,59.432
